filename,width,height,class,xmin,ymin,xmax,ymax
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2900.jpg,720,576,person,291,97,300,107
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2900.jpg,720,576,person,158,134,169,145
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2900.jpg,720,576,person,172,126,182,138
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2900.jpg,720,576,person,18,237,34,256
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2900.jpg,720,576,person,295,76,303,85
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2900.jpg,720,576,person,1,214,13,229
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2900.jpg,720,576,person,101,224,112,238
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2900.jpg,720,576,person,34,192,42,201
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2900.jpg,720,576,person,132,129,141,139
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2900.jpg,720,576,person,106,131,115,145
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame2900.jpg,720,576,person,263,91,271,99
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,374,265,389,281
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,301,391,318,411
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,131,295,151,317
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,182,241,201,261
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,218,256,238,280
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,201,347,232,377
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,308,124,324,139
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,102,224,116,240
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,239,122,251,134
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,701,210,715,226
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,646,164,659,178
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,222,137,234,149
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,286,90,292,99
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,299,73,305,82
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,10,308,28,326
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,169,157,182,171
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,183,154,198,171
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,1,224,7,240
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,135,143,148,155
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,112,149,123,163
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,173,123,183,134
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,105,129,117,139
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,133,125,145,136
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,264,92,270,99
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,269,85,278,92
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,33,256,47,271
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,30,210,47,225
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3000.jpg,720,576,person,32,195,48,209
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,654,279,678,307
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,202,350,229,380
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,562,177,575,191
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,684,207,702,226
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,161,474,200,514
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,231,457,255,480
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,436,321,451,335
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,408,264,423,281
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,375,303,391,323
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,355,321,376,346
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,328,331,344,350
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,141,303,164,326
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,33,353,56,377
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,561,132,572,144
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,210,233,232,254
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,204,157,217,169
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,128,207,146,225
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,164,211,180,228
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,225,193,241,211
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,161,254,180,274
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,87,301,105,318
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,115,254,133,271
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,64,254,81,271
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,80,224,98,241
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,279,111,289,122
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,314,91,323,101
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,14,191,26,202
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,1,223,15,237
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,196,226,208,239
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,122,166,138,181
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,596,146,605,156
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,638,176,649,189
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,381,270,395,283
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,293,330,311,346
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,155,153,166,166
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,308,124,324,138
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,121,133,135,148
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,263,92,269,98
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,265,84,273,92
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,273,81,281,90
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,307,82,313,88
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,316,83,321,88
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3100.jpg,720,576,person,28,199,42,216
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,153,492,195,535
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,81,447,112,477
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,200,354,226,381
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,283,408,315,438
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,391,417,415,441
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,459,373,483,399
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,666,464,700,497
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,692,286,709,306
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,649,380,668,403
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,639,328,659,347
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,387,331,402,348
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,293,337,310,355
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,375,313,393,331
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,313,305,328,321
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,430,281,444,296
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,439,303,452,315
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,409,276,422,289
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,365,260,382,275
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,121,265,139,283
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,93,224,106,238
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,210,195,229,214
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,282,172,297,187
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,310,122,324,136
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,266,129,281,142
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,251,143,265,154
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,148,199,164,212
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,180,160,194,172
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,117,164,132,179
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,149,139,164,156
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,162,135,172,145
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,49,299,68,316
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,605,157,619,173
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,512,95,526,110
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,548,91,560,105
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,697,146,713,164
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,30,224,45,238
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,265,94,272,100
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,265,85,274,94
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,273,81,280,89
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,316,73,322,80
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,127,137,136,146
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,8,176,22,190
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,28,204,44,218
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,4,293,18,308
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,522,126,529,134
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3200.jpg,720,576,person,527,143,536,151
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,176,445,203,474
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,646,388,671,416
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,326,398,349,423
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,472,291,487,308
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,439,270,451,286
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,367,317,383,335
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,418,265,429,278
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,632,261,652,284
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,586,205,603,224
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,279,173,291,185
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,319,123,330,133
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,284,104,293,114
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,236,121,243,128
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,353,283,364,296
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,368,261,381,272
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,384,266,395,280
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,95,225,107,238
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,163,126,174,137
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,130,134,141,144
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,115,166,128,179
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,130,160,143,174
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,14,345,32,366
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,45,289,65,309
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,266,92,275,101
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,543,127,553,138
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,558,104,568,114
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,527,100,537,109
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,617,179,631,192
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,68,248,84,264
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,580,123,592,136
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,672,178,684,189
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,11,231,35,255
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,608,123,625,139
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,402,272,412,284
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,143,149,151,158
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,140,128,153,141
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3300.jpg,720,576,person,520,126,532,139
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,532,375,557,403
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,383,354,409,380
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,161,302,180,324
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,280,172,292,183
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,191,142,203,154
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,318,124,331,136
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,126,166,138,180
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,607,237,626,257
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,631,229,650,249
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,110,295,126,312
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,385,272,401,289
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,420,265,435,281
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,429,277,441,290
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,313,334,329,352
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,343,327,358,343
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,627,308,647,330
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,687,233,705,253
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,684,294,703,315
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,689,337,713,360
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,17,170,31,186
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,96,225,110,239
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,74,247,89,263
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,37,228,56,245
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,148,136,154,143
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,129,136,139,144
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,114,140,122,149
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,365,256,377,267
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,594,162,604,173
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,559,146,572,159
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,562,196,573,207
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,549,101,559,109
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,511,104,520,113
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,562,105,570,114
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,577,104,585,111
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,610,122,619,130
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,270,81,279,90
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3400.jpg,720,576,person,149,101,159,109
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,689,309,705,326
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,626,291,643,311
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,159,303,180,324
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,95,223,110,239
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,172,199,184,211
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,318,123,329,133
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,282,122,293,134
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,256,110,264,118
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,225,126,233,137
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,354,331,375,352
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,293,326,310,343
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,343,278,360,294
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,438,296,451,311
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,396,257,410,273
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,460,261,477,276
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,430,262,446,277
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,468,291,487,310
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,72,331,97,353
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,620,178,634,194
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,647,182,662,198
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,610,120,621,132
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,148,134,156,141
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,117,134,127,145
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,31,190,48,207
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,16,227,36,245
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,2,189,16,205
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,66,235,83,252
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,524,115,532,123
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,535,114,545,125
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,156,110,164,119
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,264,90,272,98
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,271,84,279,91
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,318,48,326,55
2014-11-05T23-24-17Z41151.NVR[UnidadDptva_Central].wmv_frame3500.jpg,720,576,person,126,140,134,148
